Aba,ILMAZ
Kocsoy,INSELOZ
Koctug,INTEKIN
Kocturk,INTIBAY
Kocu,INUR
Kocyigit,IPBUKER
Koncuy,IPCILER
Koceri,IPEKDIZEN
Lacin,IRD
Mehmetcik,IRDESEL
Menguc,IREPOGLU
Meric,IRET
Nurcin,IRIDIS
Okcun,IRISI
Okguc,IROZ
Okguclu,ISALAN
Oktunc,ISANIR
Olcun,ISCIEL
Opcin,ISEBAKAN
Orcun,ISILDERMAN
Ortunc,ISIRCAN
Oruc,ISLAMCIOGLU
Oytunc,ISLICIK
ogrunc,ISMUK
ogunc,ISRAEL
olcum,ISTANBULLUGIL
olcun,ISTIFCIEL
ondunc,ISTIFOGLU
ovec,ISTIHKAMYAPAN
ovgunc,ISUR
ovunc,ITAP
ozcelik,ITRI
ozcevik,IYIAY
ozcın,IYISEVEN
ozdinc,IZBEK
ozdincer,IZDAR
ozenc,IZGIC
ozerdinc,IZKU
ozerinc,K.KARACA
ozgenc,KABADAY
ozguc,KABAOK
ozgulec,KABAPINAR
ozkoc,KABAZURNA
ozokcu,KABOGAN
oztunc,KACAV
Percem,KACEN
Pericehre,KADAVAN
Purcek,KADINHANLI
Secen,KADINSAH
Secgul,KAFADARLI
Secik,KAGAT
Secil,KAGIZMANLIOGLU
Secim,KAGNI
Seckin,KAKAZ
Seckiner,KAKUL
Secme,KALBISAG
Secmeer,KALBURDELEN
Secmen,KALCEK
Secmener,KALDAMCO
Selcuk,KALEALTI
Selcuker,KALHO
Selguc,KALTALI
Serdengecti,KALUOGLU
Serdinc,KALYONCUOGULLARI
Sevinc,KANAYIRAN
Sonuc,KANBO
Sorguc,KANEVIZ
Soydinc,KANILGA
Soydincer,KANIYILMAZ
Soyselcuk,KANOVA
Tekce,KANTA
Temucin,KANTEN
Timucin,KANZE
Tonguc,KAPUCUK
Tugce,KARABACAKOGULLARI
Tunc,KARABACAKOGULLARINDAN
Tuncdemir,KARABAGDAS
Tuncel,KARABECE
Tuncer,KARABUBEROGLULARI
Tunckılıc,KARACAROGLU
Tunckol,KARACAUVA
Tunckurt,KARACIKOGLU
Tuncok,KARACIMSITOGLU
Tuncoven,KARACORAK
Tuncsoy,KARADEMUR
Tuncturk,KARADOLU
Tunguc,KARAGANTEMUR
Tumkoc,KARAGUNLI
Uc,KARAIR
Uckun,KARAKAYALILAR
Ucuk,KARAKOLAK
Ucur,KARAKOLLUKCUOGLU
Uluc,KARAKOLOGLU
Ulumeric,KARAKON
uce,KARAMAC
ucel,KARAMARTINLER
ucer,KARANFILLER
ucgul,KARANLAR
ucısık,KARANMAK
uckok,KARAPAYIR
ucok,KARASACLILAR
ucuk,KARASAGIZ
unucok,KARASAYLI
Yoruc,KARASO
adem,KARATAK
Dahi,KARATUME
Dana,KARAVACIOGLU
Dede,KARAYAPICI
Define,KARAYASAR
Defne,KARAYELKE
Deger,KARBATAN
Degmeer,KARCUN
Dehri,KARDEMIR
Delal,KARGICIOGLU
Demet,KARLUVA
Demhos,KARSLIOGULLARI
Demir,KARTALBIYIK
Demirdelen,KARTALKIYI
Demirdoven,KARTALPENCE
Demirel,KARTAM
Demirer,KARTIZ
Demirezen,KARTOZUDU
Demirgulle,KASAMAN
Demiriz,KASAVI
Demirkol,KASIYOKARI
Demirkok,KASKARAGIL
Demirkurt,KASKEKLI
Demirkut,KASTIR
Demirok,KATALAN
Demirol,KATAS
Demiroz,KATBAG
Demirsoy,KATDAR
Demirtekin,KATIBOGLU
Demirtug,KATIEL
Demirturk,KATLAMA
Demiryurek,KATLIOGLU
Demren,KATMEROGLU
Dengiz,KATTAZ
Dengizer,KAVAKKIRAN
Deniz,KAVGALI
Denizel,KAVRAMAK
Denizer,KAVUKTEPE
Denizmen,KAYABER
Deniztekin,KAYACAL
Denk,KAYADUGUN
Denkel,KAYAFE
Denker,KAYAKGUN
Denli,KAYANDA
Denlisoy,KAYAOZALP
Deren,KAYASAL
Derenel,KAYASIMSIR
Derin,KAYAYALCIN
Derinkok,KAYAYASAR
Derinoz,KAYDEN
Derlen,KAYDIZKURT
Dervis,KAYGISIZER
Deste,KAYICA
Destegul,KAYIKKOL
Devin,KAYISKESEN
Deviner,KAYKILI
Devlet,KAYKUR
Devlettin,KAYMAKSIZ
Devrim,KAYNAKIN
Devrimer,KAYNARKAZAN
Didem,KAYNARSU
Didim,KAYS
Dik,KAYTANBIYIK
Dikel,KAYULDAN
Diken,KAYURKA
Diker,KAYYUM
Dikey,KAZAP
Dikmen,KAZELCI
Diksoy,KAZIYAN
Dil,KAZUCURAN
Dila,KEBE
Dilan,KEFI
Dilasup,KEFO
Dilaver,KEGAL
Dilderen,KEHER
Dilefruz,KEKEOGLU
Dilege,KEKIKER
Dilek,KEKLIKDERE
Dilem,KEKOZ
Dilemre,KELEBEKOGLU
Diler,KELEMOGLU
Dilfigar,KELET
Dilfiruz,KELLAHLI
Dilge,KELSU
Dilhun,KEMALLER
Dilhus,KEMANKASLI
Dilmen,KEMERPINAR
Dilnisin,KENUS
Dilnur,KEPCEK
Dilsuz,KER
Dilsen,KEREHAN
Dilsikar,KERKESER
Dilyar,KERON
Diren,KERPELI
Diri,KESAYAK
Dirik,KESENKAS
Diriker,KESICISOY
Dirikok,KESIKLER
Diril,KESIMCE
Dirim,KESKINARSLAN
Dirimtekin,KESTIK
Dirin,KETENALAN
Diriner,KEVELCI
Dirisoy,KEYGUBATLI
Dirlik,KHALIL
Dogru,KIBRITCILER
Dogruel,KICANOGLU
Dogruer,KILICCELIK
Dogruol,KILICGOZ
Dogruoz,KILICKARDESLER
Dogu,KILICTURGAY
Doguer,KILILIOGLU
Dogus,KILINCA
Dolun,KILINCI
Doru,KILINCTURK
Doruk,KILMAC
Dorukkurt,KIM
Dorukkut,KIMEZ
Doruktekin,KINIKIRIK
Doruktepe,KIPIKOGLU
Dost,KIPIRDAK
Dolek,KIPPAS
Dolen,KIPRISCIOGLU
Dolensoy,KIRANATLI
Dondu,KIRCABURUN
Done,KIRCIM
Donmez,KIRDAAL
Donmezer,KIRENOGLU
Donmezsoy,KIRGECIT
Donmeztekin,KIRGIT
Donu,KIRILEN
Donus,KIRIMCAN
Dudu,KIRIMLIGIL
Duhter,KIRISCIOGULLARI
Dumlu,KIRIY
Dumrul,KIRKKAVAKLI
Durdu,KIRKKUVALI
Durgun,KIRLIBOZ
Durguner,KIRMIZIDAS
Durgunsu,KIRMIZIOGULLARI
Durkız,KIRSEVMEZ
Durmus,KIRTAL
Dursun,KIRTALMA
Dursune,KIRVAS
Dursen,KITAPKALDIRAN
Duru,KIYICAK
Durugul,KIYIKSAN
Duruiz,KIYKIN
Duruk,KIYMAZOGLU
Durul,KIZILAGA
Duruoz,KIZILARSLANOGLU
Durusel,KIZILCEC
Durusoy,KIZILSENCER
Durusu,KIZIS
Durutekin,KOCAADA
Duruturk,KOCAALIOGULLARI
Dusize,KOCACAVUS
Duygu,KOCADAGISTAN
Duygun,KOCADANLI
Duyu,KOCADEDE
Dulge,KOCAKTURK
Dulger,KOCALMIS
Duri,KOCAMOLLA
Duriye,KOCANUMANOGLU
Durnev,KOCAOMEROGLU
Durri,KOCATABAK
Dusun,KOCATURAC
Dusunsel,KOCCAN
Duzel,KOCEKLIOGLU
Duzey,KOCGIL
Duzgun,KOCKALDIRAN
Ede,KOCKANLI
Edgu,KODABAG
Edguer,KODORGU
Edhem,KODUK
Edip,KOGACI
Edis,KOHRIN
Ediz,KOKALAS
Efendi,KOKALI
Efgende,KOKCAY
Ehed,KOKMEHMETOGLU
Ejder,KOKNAL
Eldem,KOKSALLI
Eldemir,KOKSEVEN
Elidemir,KOKTOPCU
Elverdi,KOKYAN
Ender,KOLKANATLI
Erdem,KOLON
Erdemer,KOLTUR
Erdemir,KOLUDAR
Erdemli,KOLUR
Erden,KOLYOZOGLU
Erdener,KOMANLAR
Erdeniz,KONIS
Erdesir,KONKER
Erdi,KONOK
Erdil,KONUKGIL
Erdilek,KOPARKOK
Erdin,KOPE
Erdiner,KOPRAN
Erdog,KOPRUCELI
Erdogdu,KOPTAS
Erdogmus,KORES
Erdol,KORGONUL
Erdolek,KORKILIC
Erdonmez,KORKMAS
Erdur,KORKOGLU
Erdurdu,KORKUTMAZ
Erdurmus,KORPEAGAC
Erdursun,KORTELLI
Erduru,KORTMAZ
Erendemir,KOSARHAN
Erendiz,KOSELEY
Erguden,KOSKAL
Erguder,KOSKOLAN
Eryıldız,KOSKUOGLU
Esendemir,KOSLI
Evdegul,KOSPINAR
Ferdi,KOSTURU
Ferdiye,KOSUKCU
Ferhunde,KOSUNDA
Feride,KOSUTA
Feridun,KOSYANLI
Fermude,KOTABAS
Ferzend,KOTER
Fide,KOTOS
Firdevs,KOTUYEBAKMAZ
Firdevsi,KOVANK
Furuzende,KOYDENGOCTU
Gedik,KOYUNSAGAN
Gediz,KOYUNYERLI
Gokdemir,KOZALTI
Gokdeniz,KUBCU
Gondem,KUBILOGLU
Gonder,KUCUKANIZ
Gonulden,KUCUKASKAR
Gonuldes,KUCUKATAMAN
Gozde,KUCUKATIK
Gudek,KUCUKAYRANCI
Guder,KUCUKBALTA
Guldeger,KUCUKBALTACILAR
Guldehen,KUCUKBARAK
Guldem,KUCUKBEKMEZ
Guldemet,KUCUKBINAR
Gulden,KUCUKCELIKEL
Guldeniz,KUCUKCEPIS
Guldenur,KUCUKCITAK
Gulder,KUCUKDABAN
Gulderen,KUCUKDEGER
Guldermis,KUCUKDEMIRKESEN
Guldeste,KUCUKERCIYES
Guldilek,KUCUKERIS
Guldone,KUCUKERKEK
Gulduren,KUCUKGIL
Gulender,KUCUKGULUM
Gulfide,KUCUKGUN
Gundemir,KUCUKGURESGEN
Gunden,KUCUKHIDIR
Gundeniz,KUCUKIGRIDERE
Gunder,KUCUKINEVLI
Gundes,KUCUKIRAVUL
Gundogdu,KUCUKKARAKUS
Gundogmus,KUCUKKECE
Gundondu,KUCUKKEMIKSIZ
Gunduz,KUCUKKIVAN
Gungordu,KUCUKKOMURLER
Guzide,KUCUKLERLI
Hediye,KUCUKMUMCULAR
Hemdem,KUCUKOGRETMEN
Hıdır,KUCUKOK
Hurside,KUCUKOZKAYA
Idık,KUCUKPETEK
Idıkut,KUCUKSATIR
Ildır,KUCUKSAVAS
Ildız,KUCUKSENEL
Idi,KUCUKSERVI
Idikurt,KUCUKTABUROGLU
Idikut,KUCUKYARDIMCI
Idil,KUDAMACI
Idris,KUDATKU
Igdemir,KUDUNOGLU
Ildem,KUKAR
Ildemer,KULBAZ
Ildemir,KULCA
Ilden,KULIGCAN
Ildeniz,KULKIRA
Ildes,KULUPTAKAN
Iskender,KULUSTEPE
Isguden,KULYA
Isguder,KUMLUYAZ
Julide,KUMSALLI
Kızıldemir,KUMYAOGLU
Kuddus,KUMYURT
Kuddusi,KUNDAKCILAR
Kudret,KUNKCUOGLU
Kudsiye,KUNLER
Ledun,KUNTAC
Medeni,KUNTAN
Medet,KUNTKIR
Medide,KUPLAK
Medih,KUPLUK
Medine,KURCAL
Medit,KURDCU
Mehdi,KURDI
Mehdiye,KURECILI
Melodi,KUREKCILER
Memduh,KURKANLI
Menderes,KURLUK
Merdi,KURTBULUR
Mesude,KURTDEDEOGLU
Mevdut,KURTIBOOGLU
Mevlide,KURTULMAMIS
Mevlude,KURUBEY
Mevlude,KURUDIREKOGLU
Mezide,KURUEFE
Muktedir,KURUHASANOGLU
Muslihiddin,KUSADALIGIL
Muderris,KUSAKCILAR
Mudrik,KUSICAY
Mudrike,KUSKUOGLU
Mueddep,KUSLUMOGLU
Mufide,KUSMEZER
Mujde,KUSNALI
Muldur,KUSNELI
Muride,KUSUVOGLU
Murside,KUTAC
Muveddet,KUTIEL
Nedim,KUTUPYILDIZ
Nedime,KUVEYDAR
Nedret,KUYAN
Neside,KUYUCAY
Nevide,KUYUNAT
Nurdide,KUZGUNCUK
Nurdil,LEBLEBICILER
Nurdogdu,LEKA
Nurfide,LEMAY
Nuvide,LICE
Od,LIVATYALI
Oder,LOKTAY
Okdemir,LOLO
Okverdi,LONCA
Orkide,LUFER
odul,LULACI
onder,LUMA
onderol,LUPCAN
ondes,LUSOGLU
orundu,LUTA
ozdeger,LUYE
ozdek,MADSOR
ozdel,MAHLIOGLU
ozdemir,MAHMUTCUK
ozden,MAHRAMANLI
ozdener,MAKINABAKAN
ozderen,MAKRIMAN
ozdes,MALIKAYASI
ozdil,MALYA
ozdilek,MAMATLAR
ozdogdu,MANAVBASI
ozdogmus,MANAZOGLU
ozdogru,MANCARCI
ozdoru,MANSIROGLU
ozdoruk,MAPAVRELIOGLU
ozdurdu,MARCAL
ozduru,MASARACIOGLU
ozdurul,MATCI
ozdurum,MATCIK
ozender,MAVCIOGLU
ozerdem,MAYATIN
ozerdim,MAYISOGLU
ozonder,MAYKOT
ozudogru,MAZAZ
ozverdi,MAZMAZ
Pekdeger,MEDLEK
Peride,MELAZGIRT
Remide,MELEMET
Reside,MELGESEK
Reside,MELIKOGULLARI
Resididdin,MEMBA
Ruveyde,MEMETOGLU
Ruvide,MEMISCI
Sedef,MENDEL
Seden,MENEZ
Sedit,MENGCUR
Semender,MENSERLIOGLU
Serdil,MENZIR
Sevde,MERDINYAN
Sevdiye,MERHAMETSIZ
Sevgideger,MERIS
Sevindik,MERKAUL
Seydi,MERKOZLU
Seyyide,MERTEROGLU
Sıddık,MERTKIL
Sıdkı,MERTLI
Sıdkıye,MESETEPE
Sidre,MESMESOGLU
Simden,MESVAT
Sude,METINAKSEN
Sudi,METU
Sudiye,MEYDANKAYA
Suudi,MEZARCIOZ
Suzidil,MIDEOGLU
Suerdem,MIHCIYAN
Suerden,MIHMAR
Sundus,MILAZIM
Suveyde,MILIC
semdin,MIMKARA
sendeniz,MINELILER
sendil,MINKAR
sendur,MIRASEDOGLU
sengeldi,MIRHANOGULLARI
sermende,MISDILIOGLU
sevkidil,MISVAKLI
side,MIZAKACI
Tedu,MIZRAHITOKATLI
Tendu,MIZRIK
Tendurek,MOLLAHALILOGLU
Tepedelen,MOLLAKOY
Tevhiddin,MORKART
Tevhide,MORLU
Tokdemir,MORTEN
Topdemir,MOTRO
Toydemir,MOZEIKCI
Toydeniz,MUDAMOGLU
Tumerdem,MUDI
Turkdogdu,MUHIP
Ufukdeniz,MUKA
Uldız,MULAYIMCELIK
Umdu,MULLADERVISOGLU
Urundu,MULTICI
ulkudes,MUNGUL
ungordu,MUNLAFALIOGLU
unudeger,MUNTAY
unverdi,MUNYAR
urundu,MURATBEYOGLU
Vedi,MURUZ
Vedide,MUSKI
Vedit,MUTLUBABA
Velide,MUTLUGELDI
Veliyuddin,MUTUGAN
Verdî,MUTUR
Yarıdil,MUTUSOGLU
Yedier,MUTVER
Yediger,NACARMUSLUMOGLU
Yediveren,NAKIPLER
Yıldıku,NALBANTOGULLARINDAN
Yıldır,NALPANT
Yıldırer,NARLU
Yıldırım,NARMIS
Yıldız,NARSUZ
Yurdum,NARTA
Yurdusev,NASIHI
Yurdusen,NAVAL
Zeyneddin,NAZIN
Zuhdi,NAZLIGIL
alem,NEGISKAYA
asiye,NEGIZOZEN
atike,NERGIZGIL
atiye,NESTER
azime,NETIN
Efe,NILGUL
Efgen,NIMIR
Efkar,NIR
Eflatun,NISA
Efruz,NOHUTCUOGLU
Efser,NOIC
Efsun,NURDAGLI
Ege,NURSEVEN
Egemen,NURUGENGI
Egenur,NURYAN
Egesel,NUS
Egilmez,OBAR
Egrek,OBUK
Ehil,OCALER
Ehlimen,OCLU
Eke,OCMAK
Ekemen,ODENIR
Eken,ODENOGLU
Ekenel,OFLAZLAR
Ekener,OFLUZ
Ekim,OGDEL
Ekin,OGLUC
Ekiner,OGRETMENOGULLARI
Ekmel,OGULERLER
Ekrem,OGUNCDEGER
Ela,OGUTOGLU
Elanur,OGUZEROGLU
Elgin,OGUZTAN
Elif,OKCECIOGLU
Elife,OKCIYANLI
Elik,OKCUGIL
Elitez,OKLUCAM
Eliuz,OKMAR
Eliustun,OKSUZBAKAN
Elove,OKTAL
Elover,OKTORVACI
Elver,OKTUL
Elveren,OLASAL
Emek,OLCGEN
Emel,OLCUT
Emet,OLGUNDEMIR
Emin,OLGUS
Emine,OLTANCIOGLU
Eminel,OLTEN
Emir,OLTULUOGLU
Emos,OMURVEREN
Emre,OMUZDAS
Emri,ONAD
Emriye,ONANMIS
Ener,ONAYDAR
Eneren,ONBIROGLU
Energin,ONCUAY
Enes,ONENLI
Enfes,ONERSOY
Engin,ONGIT
Enginel,ONGUNDAG
Enginer,ONGUNLER
Enginiz,ONMEZ
Enginsoy,ONRAL
Enginsu,ONSUER
Engiz,ONTEPELI
Engur,ONUKAR
Enis,ONURGIL
Enise,ONVAR
Enmutlu,OPRUKLU
Enver,ORAKBICEN
Er,ORAKLIOGLU
Erek,ORAMOL
Ereken,ORCUNLU
Erel,ORDOGLU
Erem,ORDUBAKANDAN
Eren,ORESINLER
Erenel,ORKIDE
Erengul,ORMA
Erengun,ORSAHIN
Erenler,ORSEVUR
Erenoz,ORTALA
Erensoy,ORTAMEVZI
Erensu,ORTAOREN
Erenturk,OSMANBESEOGLU
Erenulug,OSMANUSTA
Erer,OSMAY
Erge,OTAKER
Ergem,OTAT
Ergen,OTNAR
Ergenekon,OTSACLI
Ergener,OTUKCU
Ergi,OTURAKLIOGLU
Ergil,OTURANEL
Ergin,OYLUDAG
Erginel,OYMAKAS
Erginer,OYTAR
Erginsoy,OYUKSUZ
Ergintug,OYUKTEPE
Ergok,OYUNTUR
Ergokmen,OZAG
Ergonen,OZAGACLI
Ergonul,OZAGVIRAN
Ergor,OZAKCAKAYA
Ergun,OZALABAY
Erguner,OZALANYALI
Ergul,OZALTOLMAZ
Ergulen,OZANADOLU
Erguler,OZANEMRE
Ergumen,OZANKAYA
Ergun,OZATANLAR
Erguner,OZAYVERDI
Ergunes,OZBALAT
Erguney,OZBALYOZ
Erguven,OZBASAN
Erhun,OZBASKIN
Erısık,OZBASTACI
Erik,OZBEYIN
Eriker,OZBINGOLLU
Erim,OZBIRER
Erimel,OZBULUK
Erimer,OZCALIKUSU
Erin,OZCAMLIER
Erip,OZCANDIR
Eripek,OZCAPKAN
Eris,OZCELEPI
Erisen,OZCELIKKOL
Eriskin,OZCELIKYUREK
Eriz,OZCEMCI
Erk,OZCIKMAZ
Erke,OZCILEK
Erkel,OZCIMENOGLU
Erker,OZCINGOZ
Erkın,OZCIVANOGLU
Erkınel,OZCORDUK
Erkıs,OZCOVEN
Erkin,OZDAVUL
Erkinel,OZDEMIRYUREK
Erkiner,OZDEMLEN
Erkmen,OZDINAR
Erkmenol,OZDINASTI
Erkol,OZDONERTAS
Erksoy,OZDONUMCU
Erksun,OZDOR
Erktin,OZDUZCU
Erkul,OZEDINCIK
Erkunt,OZEKSAY
Erkurt,OZENCIK
Erkus,OZENI
Erkut,OZEYE
Erkutlu,OZGECIT
Erlik,OZGERGERLI
Ermis,OZGEZMEZ
Ermiye,OZGOZCAN
Ermutlu,OZGOZTASI
Ernur,OZGURT
Eroglu,OZGUVENDIK
Erogul,OZGUZAR
Eroguz,OZHAYMA
Erol,OZISBAKAN
Eroge,OZISLI
Eroz,OZKAFACI
Ersel,OZKANALICI
Ersen,OZKASIM
Erserim,OZKENEL
Ersev,OZKIRSEHIRLI
Erseven,OZKOKTEM
Ersever,OZKOSEM
Ersevin,OZKUNDURACI
Ersezen,OZKUSLAR
Ersezer,OZLEP
Ersin,OZLISELI
Erson,OZLULECI
Ersoy,OZMIZIN
Ersoz,OZMUSLUMAN
Ersu,OZNART
Ersun,OZOD
Ersu,OZOKSUZKAYA
Ersen,OZOKUMUSOGLU
Erset,OZOVGU
Erte,OZPALAMUTCU
Ertek,OZPARILTI
Erteke,OZPEKIN
Ertekin,OZPERTO
Ertem,OZPI
Erten,OZSAATCILAR
Ertim,OZSEVENLER
Ertin,OZSOGUK
Ertingu,OZSULEYMAN
Ertok,OZSUMNU
Ertop,OZSUNAY
Ertore,OZSURME
Ertug,OZSUSAM
Ertugrul,OZSUVARILER
Ertut,OZTASAR
Ertun,OZTAYFUN
Erture,OZTES
Erturk,OZTIFTIK
Ertuze,OZTIM
Ertuzun,OZTUGAY
Erulgen,OZTUKEL
Erun,OZTULUMBACI
Erustun,OZUCOSKUN
Ervin,OZUILERIGIDEN
Eryetis,OZULUTAS
Eryigit,OZUNUR
Erzi,OZUSADE
Ese,OZUZ
Esen,OZVERAN
Esenel,OZYALAVAC
Esener,OZYANMAZ
Esengul,OZYAYIKCI
Esengun,OZYAYLALI
Esenkul,OZYEDI
Esentimur,OZYOGURTCU
Esenturk,OZZIYAL
Eser,PAKOGLAN
Esergul,PAKOY
Esim,PAKSOZER
Esin,PAKTUR
Esiner,PALASAHIN
Eskin,PALTAL
Eslek,PALTU
Esmer,PAMIRALAN
Esvet,PANGA
Ese,PANKUDUZ
Esim,PAPIROGLU
Esin,PARAMA
Esit,PARASAYAN
Eskin,PARLAKTUNA
Esmen,PARLAY
Esref,PARSCANLI
Ethem,PASALAK
Eti,PASAMOGLU
Etik,PASAT
Etike,PASBIYIK
Evgin,PASKAR
Evin,PASLIDEMIR
Evirgen,PASTAM
Evnur,PASVANOGLU
Evren,PATATIS
Evrensel,PATIRGAN
Evrim,PATISKA
Evrimer,PATLANKAYA
Evsen,PATTAK
Evsen,PEKALKAN
Eylem,PEKDAGLI
Eylul,PEKDIL
Eymen,PEKDURA
Eyup,PEKMEZCILER
Ezel,PEKMEZEKMEK
Ezelî,PEKONUR
Ezgi,PEKRUH
Ezgin,PEKSENEL
Ezgu,PEKTEMIR
Ezguer,PEKYAVAS
Ezgutekin,PELITTEPE
Fakihe,PENBECIOGLU
Fehim,PENPECI
Fehime,PERKLESTIRICI
Fehmi,PERPIL
Fehmiye,PESLUK
Felat,PESO
Felek,PEYYIL
Fenni,PI
Fenniye,PIHLIZ
Fer,PIKAF
Fergun,PIRINCIOGLU
Ferhun,PIRNIZ
Feri,PISTAR
Ferih,PLATTURK
Feriser,POCINS
Feriste,POLAP
Ferit,POLATDEMIRCI
Feriz,POPLATA
Fernur,PORSUL
Ferruh,POSTGOREN
Fersoy,POTARAS
Feruze,POUR
Ferve,PRIZRENLI
Fesih,PUGUR
Fethi,PULATHANELI
Fethiye,PULKU
Fetih,PULSEVER
Fevzi,PUMER
Fevziye,PUPIOGLU
Feyiz,PURCEKLI
Feyzettin,PURCLUTEPE
Feyzi,PURDEL
Feyziye,PURE
Figen,PURLUSOY
Fikret,PUSKULSUZ
Fikrettin,RABU
Fikriye,RAHTUVAN
Filizer,RAKUNT
Firuze,RAVANLIOGLU
Fugen,RECALAR
Futuvvet,REFAI
Gelener,REGGIO
Gelengul,RENKLIBOYA
Gelin,RESIL
Gelinkız,RESIMCIOGLU
Genez,RESSAM
Gevher,RIKINOGLU
Gevheri,RONAESIN
Gezer,ROTOPLU
Gezgin,ROZ
Gezginer,RUHUSEN
Girginer,RUSANOGLU
Gizem,SABAB
Gizer,SABAHLARER
Gizmen,SACKOPARAN
Gogem,SACLIGIL
Gogen,SACOGLU
Gokel,SADAKATLI
Goken,SADICLAR
Goker,SADIKSOY
Gokmen,SAGDAL
Gokmener,SAGICIMAK
Gokmete,SAGIRCA
Goknel,SAGIRTAS
Gokperi,SAGLAMLAR
Goksel,SAGSOLAK
Gokselen,SAHADDINOGLU
Goksen,SAHANOGULLARI
Goksenin,SAHANSUYU
Gokser,SAHBAZTEPE
Goksev,SAHDUR
Gokseven,SAHINYAN
Goksever,SAHMAROGLU
Goksen,SAHNELI
Gokten,SAHPOLAT
Goktore,SAHYAR
Golge,SAKARI
Gonen,SAKINMAZOGLU
Gonener,SAKIRKOY
Gorez,SAKLAKOGLU
Gorkel,SAKOSAR
Gorkem,SAKRUCA
Gorkemli,SAKSAN
Gorker,SALAC
Gorkey,SALAGAN
Gorkmen,SALAHOR
Gorksev,SALANTUROGLU
Gorsev,SALDIRAYCAN
Govem,SALISLIOGLU
Govez,SANKO
Goymen,SANTIR
Goze,SANUSOGLU
Gozegir,SANYEL
Gozem,SAPIKISA
Gozlem,SARAFYAN
Gufte,SARANDAL
Guher,SARAVAS
Gulafet,SARAYHANOGLU
Gulaver,SARAYMEN
Gulegen,SARCA
Gulek,SAREY
Gulel,SARIBABICCI
Gulen,SARIBERBEROGLU
Gulener,SARIDANISMET
Gulengul,SARIDORTLU
Gulennur,SARIKALA
Guler,SARIKAY
Guleren,SARINALBANT
Gulergin,SARIOGULLARINDAN
Gulergun,SARIUNAL
Gulersin,SARIYAN
Guleryuz,SARIYONCA
Gulesen,SARIZAMBAK
Guleser,SARKARA
Gulesin,SARKIDAN
Gulev,SARLANOGLU
Gulfem,SARMUSAKCI
Gulfer,SARPYALCIN
Gulgen,SARSI
Gulgez,SARUZ
Gulgune,SASSIN
Gulguney,SATILAN
Gulguzel,SATROL
Gulipek,SATTI
Gulmen,SATUKOGLU
Gulnese,SAVASLAR
Guloren,SAVASOG
Gulozer,SAVASTIN
Gulperi,SAVCIGIL
Gulrenk,SAYALLAR
Gulsel,SAYBO
Gulseli,SAYCA
Gulselin,SAYDAMOGLU
Gulsemin,SAYEM
Gulsen,SAYGAL
Gulser,SAYGISUNAR
Gulseren,SAYIBAKAN
Gulserim,SAYIMBAY
Gulsev,SAYITA
Gulseven,SAYKILILAR
Gulsever,SAYLANER
Gulsevi,SAYLIKAY
Gulsevil,SAYYIDAN
Gulsevin,SAZCALAR
Gulsezer,SEBAK
Gulsezin,SEBIBOGA
Gulsinem,SEBIBUCIN
Gulsume,SEBILCIOGLU
Gulsehri,SECEROGLU
Gulseker,SECMEOGLU
Gulsen,SEDDO
Gulseref,SEFERGE
Gulserif,SEKIZCAN
Gultekin,SELEF
Gulten,SELEH
Gulter,SELLAVCI
Gulumser,SELMEN
Gulumsen,SELOZ
Gulver,SELYANI
Gulveren,SEMENDER
Gulzemin,SENATAK
Gumustekin,SENAYHAN
Gunel,SENBEN
Guner,SENBIR
Guneren,SENCPER
Gunergin,SENESIN
Guneri,SENGERZE
Gunerim,SENIC
Gunes,SENKIRAC
Gunesen,SENKIRLI
Guney,SENKOK
Gunfer,SENKUYUMCU
Gungoren,SENRUH
Gungoze,SENSEKERCI
Gunsel,SENTOP
Gunseli,SENYEN
Gunsenin,SEPETORUR
Gunser,SEPITKULAK
Gunseren,SERBAK
Gunsen,SERENCELIK
Guntekin,SEREYIM
Gunten,SEREZLIOGLU
Guntore,SERFIDAN
Gunver,SERIFEOGLU
Gunyeli,SERINCAY
Gurel,SERINOZ
Gurer,SERINTIKEN
Gursel,SERINTUNA
Gurselin,SERKITLI
Gursen,SERMER
Gurses,SERTBEL
Gursev,SERTOGULLARI
Gursevil,SERTPOYRAZ
Gursen,SERTYUREKLI
Gurten,SESIBUYUK
Guven,SETLEK
Guze,SEVA
Guzel,SEVDICAN
Guzey,SEVIYURT
Hakime,SEYDIMCI
Halet,SEYRATLI
Hekim,SEYRIK
Heper,SEZENBAY
Hepgul,SEZGUNSAY
Hepsen,SIDDIKOGULLARI
Hepyener,SIGEZE
Hepyuksel,SIGURA
Heves,SIKCALI
Hıfziye,SIKINTILI
Hızlıer,SILIER
Hikmet,SILISU
Hikmettin,SILTIR
Hilmiye,SILYAN
Himmet,SINANLAR
Hossel,SINAVLI
Hossen,SINEMACI
Hosses,SINENDEN
Hosten,SIRANLIOGLU
Hulkiye,SIRINOVA
Hurisel,SIRINTAC
Huriser,SIRKECILI
Huriye,SIRMACEKICI
Hurrem,SIRMALILAR
Hukmiye,SIROPYAN
Huner,SIRTHAN
Hurmet,SIRVERMEZ
Hurrem,SISME
Hurriyet,SITAK
Hursel,SIVEROGLU
Hursen,SIVRIOK
Hursev,SIYAHI
Hursen,SIYEER
Huseyin,SIZARLAR
